d_name,model_name,bias_mean,variance_mean,test_mse_mean,test_score_mean,n_subsamples_mean,subsample_ratio_mean,fit_time_mean,n_splits_mean,random_state_mean,test_size_mean,bias_std,variance_std,test_mse_std,test_score_std,n_subsamples_std,subsample_ratio_std,fit_time_std,n_splits_std,random_state_std,test_size_std
Crimes,EGB_XGB_GAM_RANDOM_RANDOM,0.019201308840216598,0.0005474773369870799,0.01974878617720372,-0.14045675190441337,5,0.5,184.7200931072235,5,42,300,0.0012720049125195133,6.171800206547006e-05,0.00124142180435984,0.004435064297892855,0.0,0.0,3.958214505875104,0.0,0.0,0.0
Crimes,Spline,0.0216744765377138,0.00057588777592724,0.02225036431364106,-0.14904551198963342,5,0.5,140.09532046318054,5,42,300,0.0018776983214926631,4.533936316422338e-05,0.0018781778489379063,0.00639261229989315,0.0,0.0,6.141737785444202,0.0,0.0,0.0
Crimes,XGB,0.01880455183965764,0.0025446531828492397,0.0213492048632386,-0.1459462991691717,5,0.5,0.719426155090332,5,42,300,0.001725316081273418,0.00044431177947563434,0.0016727873186285671,0.005685313948871622,0.0,0.0,0.09499797614948435,0.0,0.0,0.0
adult,EBM_GA2M,0.08841381957684384,0.0009173541621286,0.08933117373897248,0.9275023155662911,5,0.5,89.0752359867096,5,42,4885,0.0022477313694146787,0.00010241223029266777,0.002187898954000068,0.003733821203991424,0.0,0.0,4.586239058918958,0.0,0.0,0.0
adult,EBM_GAM,0.08886605807782066,0.00068643207967084,0.08955249015749155,0.9270642562767897,5,0.5,70.1179856300354,5,42,4885,0.002141326806439963,5.655413320462887e-05,0.0021221369093036143,0.0038256064959562948,0.0,0.0,6.220329185669893,0.0,0.0,0.0
adult,EGB_XGB_GA2M_CYCLIC_BEST_FIT,0.08849288267564323,0.0008132694223257752,0.08930615209796902,0.9275458711389651,5,0.5,1198.138539505005,5,42,4885,0.002205512866941284,6.566120602582316e-05,0.002176384003579472,0.003762947606901659,0.0,0.0,28.863986179895722,0.0,0.0,0.0
adult,EGB_XGB_GA2M_CYCLIC_CYCLIC,0.08836753078556228,0.0008434925742299631,0.08921102335979225,0.927714746993432,5,0.5,1265.605984020233,5,42,4885,0.0021988079740255487,5.2915343324859235e-05,0.002180986519965195,0.0037397799971367117,0.0,0.0,54.09078695919706,0.0,0.0,0.0
adult,EGB_XGB_GAM_BEST_FIT_BEST_FIT,0.08955530420213878,0.00064737823373954,0.09020268243587838,0.9259938364669136,5,0.5,496.81992268562317,5,42,4885,0.0022491623970557957,6.932660194938906e-05,0.0022139463270928247,0.0038381937570036873,0.0,0.0,21.010162480472417,0.0,0.0,0.0
adult,EGB_XGB_GAM_CYCLIC_CYCLIC,0.08865687259340953,0.00070593839920392,0.08936281099261352,0.9273750969786674,5,0.5,922.3378443717957,5,42,4885,0.0021486666407484903,7.237102851140639e-05,0.002134344876030183,0.0037729618016167925,0.0,0.0,22.934121307277152,0.0,0.0,0.0
adult,EGB_XGB_GAM_CYCLIC_RANDOM_CYCLIC_RANDOM,0.08866380675204005,0.00070544860764982,0.08936925535968998,0.9273639914310291,5,0.5,910.9960592746735,5,42,4885,0.0021624348401155817,7.046479351923614e-05,0.0021436157155744805,0.003785499712774944,0.0,0.0,35.21369189383919,0.0,0.0,0.0
adult,Spline,0.09409464106421202,0.0008416080985372604,0.0949362491627493,0.918414593661676,5,0.5,24.353269624710084,5,42,4885,0.0020359822643082376,6.341569690124479e-05,0.0020379283209182794,0.0037074681194732666,0.0,0.0,1.1393910911195841,0.0,0.0,0.0
adult,XGB,0.086830414689985,0.002547302562743425,0.08937771728942237,0.9271018922532616,5,0.5,1.4932402133941651,5,42,4885,0.002485090650209975,0.0001977484873462226,0.002507120194053946,0.003972054498216424,0.0,0.0,0.07892054907465648,0.0,0.0,0.0
bike,EBM_GA2M,2599.3799757997863,145.89518561947062,2745.2751614192566,-52.385075477639745,5,0.5,532.6636180877686,5,42,2607,111.97390697186779,8.975409916868333,117.72652826531433,1.1192488772955684,0.0,0.0,14.527234465191688,0.0,0.0,0.0
bike,EBM_GAM,9549.036137785977,77.93845992020445,9626.97459770618,-98.11082424613171,5,0.5,32.7952663898468,5,42,2607,243.22762876604952,5.626162080779295,242.51402659139447,1.2330892961801154,0.0,0.0,0.9655024881800506,0.0,0.0,0.0
bike,EGB_XGB_GA2M_CYCLIC_BEST_FIT,2607.9788073017926,179.61253086387973,2787.5913381656724,-52.78481646759415,5,0.5,1838.7896418094635,5,42,2607,105.17794903021081,15.885790442650881,104.25070605070769,0.9896929622168952,0.0,0.0,17.920350856425724,0.0,0.0,0.0
