model_name,bias,variance,test_mse,test_score,n_subsamples,subsample_ratio,fit_time,d_name,split_idx,n_splits,random_state,test_size
EBM_GA2M,0.0238197109942721,0.0050150519719749,0.028834762966247,0.9986111111111112,5,0.5,22.798022031784058,breast,4,5,42,86
EBM_GA2M,0.017682367354827,0.0007574675285264,0.0184398348833534,-0.1357797401976009,5,0.5,34.59472751617432,Crimes,0,5,42,300
EBM_GA2M,0.0198119667847417,0.0007224082714287,0.0205343750561705,-0.1432638728760953,5,0.5,33.64941596984863,Crimes,1,5,42,300
EBM_GA2M,0.0184725940843794,0.0009721431957048,0.0194447372800842,-0.1394212189023478,5,0.5,43.05868363380432,Crimes,2,5,42,300
EBM_GA2M,0.0184836585966901,0.0009080290653107,0.0193916876620009,-0.1392434132460048,5,0.5,37.35227918624878,Crimes,3,5,42,300
EBM_GA2M,0.0169853593833336,0.0008708072945443,0.017856166677878,-0.1336082307143694,5,0.5,33.71157932281494,Crimes,4,5,42,300
EBM_GA2M,0.0033706068625052,0.0008327115498508,0.004203318412356,-0.0643634882799022,5,0.5,49.40051937103272,synthetic_corr,0,5,42,150
EBM_GA2M,0.0030781893358042,0.0008174291351515,0.0038956184709558,-0.0619744500679176,5,0.5,46.59040832519531,synthetic_corr,1,5,42,150
EBM_GA2M,0.0024326652314867,0.000761145851752,0.0031938110832387,-0.056304319904757,5,0.5,51.017258167266846,synthetic_corr,2,5,42,150
EBM_GA2M,0.0017290191679523,0.0005801205154303,0.0023091396833826,-0.0479990980568185,5,0.5,50.9607048034668,synthetic_corr,3,5,42,150
EBM_GA2M,0.003319475267127,0.0010620270917383,0.0043815023588653,-0.0655814539967849,5,0.5,47.76376676559448,synthetic_corr,4,5,42,150
EBM_GA2M,11.224315341543637,0.3918385602261169,11.616153901769756,-3.408202147994736,5,0.5,36.33719348907471,fico,0,5,42,1480
EBM_GA2M,10.9314310249271,0.3788927968880565,11.310323821815157,-3.363015636064252,5,0.5,36.20839428901672,fico,1,5,42,1480
EBM_GA2M,10.041249220525952,0.3596163854118662,10.40086560593782,-3.224949066084902,5,0.5,35.11010670661926,fico,2,5,42,1480
EBM_GA2M,10.630722663568934,0.381990477767269,11.012713141336205,-3.318483841451459,5,0.5,34.98899245262146,fico,3,5,42,1480
EBM_GA2M,10.116895458631216,0.4313178521065774,10.548213310737792,-3.2476711774455125,5,0.5,37.06354713439941,fico,4,5,42,1480
