,param_index,SCONE_QUEUES,SCONE_SLOTS,SCONE_SSPINS,SCONE_SSLEEP,throughput,latency,failed,time,param_iter
479,138,5,1491,317,2172,182.78528212908296,654.4187419029797,29325.0,547090.0,0
480,139,7,1011,792,3397,3526.4661282928378,264.1560715569221,0.0,28357.0,0
481,139,7,1011,792,3397,3181.167488468268,283.74509102472376,0.0,31435.0,1
482,139,7,1011,792,3397,3535.5678121906376,265.94171373632975,0.0,28284.0,2
483,139,7,1011,792,3397,3524.10487736115,265.44237718915053,0.0,28376.0,3
484,139,7,1011,792,3397,3491.8639569802363,265.70770058591415,0.0,28638.0,4
485,140,4,1971,1742,947,5397.819281010472,173.59195287539936,0.0,18526.0,1
486,140,4,1971,1742,947,5626.828719333784,152.71219970795912,0.0,17772.0,4
487,140,4,1971,1742,947,5592.841163310962,156.03667300570513,0.0,17880.0,0
488,140,4,1971,1742,947,5566.069241901369,155.4063358947094,0.0,17966.0,2
489,140,4,1971,1742,947,5292.96564865294,178.83619282671867,0.0,18893.0,3
490,141,3,771,555,4009,4060.7488020791034,241.8292184778038,0.0,24626.0,3
491,141,3,771,555,4009,3682.0206929562946,251.85268196931457,0.0,27159.0,4
492,141,3,771,555,4009,4080.466805402538,230.99870059772505,0.0,24507.0,0
493,141,3,771,555,4009,4173.622704507513,229.88372510317603,0.0,23960.0,2
494,141,3,771,555,4009,4065.2059026789707,224.7465230323981,0.0,24599.0,1
495,142,6,1731,1505,1559,4247.005860868088,214.41219848518156,0.0,23546.0,4
496,142,6,1731,1505,1559,4788.584015706556,184.3393155590927,0.0,20883.0,2
497,142,6,1731,1505,1559,4755.111745126011,187.333619862466,0.0,21030.0,0
498,142,6,1731,1505,1559,4537.410953310041,193.22025671881266,0.0,22039.0,1
499,142,6,1731,1505,1559,4760.544606302961,186.2280309681539,0.0,21006.0,3
500,143,5,291,1980,2784,4637.358560563903,197.87745627726417,0.0,21564.0,0
501,143,5,291,1980,2784,4806.998990530212,185.79253451440428,0.0,20803.0,3
502,143,5,291,1980,2784,4778.744146038421,190.86536388678192,0.0,20926.0,4
503,143,5,291,1980,2784,4868.7862115974485,179.4541252276229,0.0,20539.0,1
504,143,5,291,1980,2784,4507.956543298923,202.97540293480876,0.0,22183.0,2
