,param_index,SCONE_QUEUES,SCONE_SLOTS,SCONE_SSPINS,SCONE_SSLEEP,wiredTigerCacheSizeGB,throughput,latency,failed,time,param_iter
444,396,8,1679,1156,3378,62,8053.734516695392,122.713538,0.0,124166.0,3
445,396,8,1679,1156,3378,62,1042.9507998389684,197.50142337549536,78950.0,958818.0,9
446,396,8,1679,1156,3378,62,8342.16212157867,118.477498,0.0,119873.0,8
447,396,8,1679,1156,3378,62,8364.630994303687,118.038735,0.0,119551.0,7
448,397,6,239,1631,2153,84,1691.8956506438508,198.55152052088545,56376.0,591053.0,0
449,400,4,256,100,4000,1,5905.035223535108,167.912537,0.0,169347.0,6
450,400,4,256,100,4000,1,5681.785898943756,174.545913,0.0,176001.0,8
451,400,4,256,100,4000,1,5766.946171324437,171.983201,0.0,173402.0,5
452,400,4,256,100,4000,1,5667.488452492278,174.92233,0.0,176445.0,3
453,400,4,256,100,4000,1,5761.563457859925,172.136959,0.0,173564.0,9
454,400,4,256,100,4000,1,5833.965346245844,169.965368,0.0,171410.0,4
455,400,4,256,100,4000,1,5749.9353132277265,172.539874,0.0,173915.0,2
456,400,4,256,100,4000,1,5084.271805170704,195.001152,0.0,196685.0,0
457,400,4,256,100,4000,1,5681.172594023406,174.51795,0.0,176020.0,1
458,400,4,256,100,4000,1,5618.35629368272,176.475073,0.0,177988.0,7
